"COMPANY","ID","CATEGORY"
4563752,7847097,378
4563753,7847098,410
4563756,7847099,741
4563757,7847100,322
4563758,7847101,661
4563759,7847102,301
4563760,7847104,302
4563761,7847106,390
4563762,7847107,371
4563763,7847108,762
4563764,7847109,381
4563767,7847112,400
4563768,7847113,397
4563769,7847115,762
4563770,7847116,417
4563771,7847117,1040
4563773,7847119,316
4563774,7847120,416
4563775,7847121,360
4563776,7847122,1022
4563777,7847123,393
4563778,7847124,741
4563780,7847126,320
4563781,7847129,406
4563783,7847156,316
4563784,7847163,921
4563785,7847164,313
4563786,7847165,303
4563787,7847166,373
4563790,7847168,330
4563791,7847169,303
4563792,7847170,358
4563793,7847171,410
4563794,7847172,380
4563795,7847173,395
4563796,7847174,641
4563798,7847175,361
4563799,7847176,316
4563800,7847177,381
4563802,7847178,316
4563803,7847179,310
4563805,7847183,386
4563806,7847199,1101
4563808,7847202,301
4563809,7847203,302
4563812,7847205,381
4563812,7847214,381
4563815,7847209,360
4563816,7847210,323
4563817,7847211,374
4563818,7847212,501
4563819,7847213,390
4563822,7847215,395
4563823,7847216,358
4563824,7847218,359
4563825,7847219,1038
4563827,7847222,395
4563828,7847223,410
4563833,7847225,310
4563834,7847226,395
4563835,7847227,319
4563835,7847235,391
4563836,7847228,378
4563837,7847229,581
4563838,7847230,323
4563839,7847231,416
4563840,7847232,307
4563841,7847233,374
4563842,7847234,310
4563843,7847239,323
4563844,7847240,320
4563846,7847241,333
4563848,7847242,1049
4563853,7847243,323
4563854,7847244,393
4563855,7847245,305
4563856,7847246,381
4563857,7847247,316
4563858,7847248,381
4563862,7847249,316
4563863,7847250,762
4563868,7847254,1022
4563869,7847255,395
4563870,7847256,397
4563871,7847257,312
4563872,7847259,305
4563873,7847260,305
4563874,7847261,581
4563875,7847262,360
4563876,7847264,1022
4563877,7847265,320
4563878,7847266,406
4563880,7847267,380
4563881,7847268,1047
4563882,7847269,323
4563883,7847270,386
4563885,7847271,741
4563886,7847272,322
4563887,7847273,1022
4563888,7847274,392
4563891,7847275,316
4563892,7847276,380
4563892,7847802,391
4563894,7847277,581
4563895,7847278,329
4563896,7847279,332
4563897,7847281,317
4563898,7847282,339
4563899,7847283,409
4563900,7847284,354
4563901,7847285,421
4563902,7847286,332
4563903,7847287,322
4563904,7847288,320
4563904,7847292,320
4563905,7847289,316
4563906,7847290,397
4563907,7847291,356
4563908,7847293,1044
4563909,7847294,312
4563910,7847295,316
4563911,7847296,384
4563913,7847299,374
4563914,7847300,316
4563915,7847301,409
4563916,7847303,316
4563917,7847304,392
4563918,7847305,316
4563920,7847306,1041
4563921,7847307,323
4563922,7847308,380
4563923,7847309,681
4563923,7847313,1041
4563924,7847311,316
4563925,7847314,581
4563926,7847315,381
4563928,7847316,313
4563930,7847318,397
4563932,7847319,311
4563933,7847321,420
4563934,7847322,1022
4563935,7847324,325
4563936,7847325,416
4563937,7847326,313
4563938,7847327,386
4563939,7847328,327
4563940,7847330,374
4563942,7847331,332
4563947,7847332,381
4563948,7847333,406
4563950,7847334,981
4563953,7847335,316
4563954,7847336,421
4563955,7847337,420
4563956,7847338,311
4563957,7847339,354
4563959,7847340,316
4563962,7847342,381
4563963,7847344,316
4563964,7847345,410
4563967,7847346,327
4563969,7847348,381
4563969,7847383,381
4563969,7847384,412
4563970,7847349,1022
4563971,7847350,316
4563972,7847351,374
4563973,7847352,1022
4563974,7847354,330
4563975,7847356,322
4563976,7847357,1102
4563976,7847360,1102
4563976,7847361,1001
4563976,7847363,415
4563976,7847364,1023
4563976,7847366,581
4563976,7847367,395
4563976,7847370,336
4563976,7847372,330
4563976,7847373,1038
4563976,7847374,1047
4563976,7847378,385
4563978,7847359,399
4563979,7847362,409
4563980,7847365,360
4563981,7847368,340
4563982,7847369,384
4563983,7847371,412
4563985,7847376,381
4563986,7847379,311
4563987,7847380,367
4563987,7847396,1022
4563987,7847399,367
4563987,7847400,1040
4563987,7847403,367
4563987,7847404,367
4563987,7847407,367
4563988,7847382,333
4563989,7847386,301
4563990,7847387,1022
4563991,7847388,406
4563991,7847401,1041
4563994,7847391,416
4563995,7847392,305
4563996,7847393,1022
4563997,7847394,393
4563998,7847395,385
4563999,7847397,395
4564000,7847398,409
4564001,7847402,312
4564002,7847408,323
4564002,7847412,391
4564004,7847409,421
4564004,7847503,421
4564005,7847410,374
4564006,7847411,701
4564008,7847418,361
4564009,7847419,406
4564010,7847420,392
4564011,7847421,386
4564012,7847423,395
4564013,7847425,397
4564013,7847438,397
4564013,7847439,397
4564013,7847440,1022
4564013,7847441,397
4564014,7847426,1022
4564015,7847427,319
4564017,7847428,323
4564017,7847436,323
4564018,7847433,313
4564019,7847443,384
4564020,7847445,409
4564021,7847447,342
4564022,7847448,316
4564022,7847450,316
4564025,7847449,581
4564028,7847452,386
4564028,7847458,386
4564031,7847455,380
4564032,7847456,901
4564033,7847457,1022
4564034,7847459,387
4564035,7847460,409
4564036,7847461,333
4564037,7847462,581
4564038,7847463,305
4564041,7847465,316
4564042,7847466,319
4564043,7847470,581
4564044,7847471,316
4564048,7847472,373
4564049,7847473,373
4564050,7847474,346
4564051,7847476,323
4564051,7847535,1022
4564052,7847477,395
4564052,7847497,379
4564053,7847478,1047
4564054,7847479,360
4564055,7847480,410
4564056,7847481,305
4564057,7847482,336
4564057,7847490,392
4564058,7847483,418
4564059,7847484,333
4564060,7847488,329
4564061,7847491,1022
4564062,7847493,1022
4564068,7847498,380
4564069,7847501,342
4564070,7847505,384
4564071,7847506,393
4564075,7847509,322
4564076,7847510,322
4564077,7847512,359
4564078,7847513,409
4564082,7847514,1025
4564084,7847516,409
4564085,7847517,349
4564085,7847936,322
4564086,7847518,397
4564086,7847883,397
4564086,7847886,395
4564086,7847889,307
4564087,7847520,316
4564088,7847521,305
4564089,7847522,416
4564090,7847523,386
4564091,7847524,410
4564092,7847525,354
4564094,7847526,371
4564095,7847527,1022
4564096,7847528,641
4564097,7847529,323
4564098,7847530,373
4564100,7847531,306
4564102,7847532,316
4564103,7847533,316
4564104,7847534,316
4564105,7847536,329
4564106,7847538,581
4564107,7847539,381
4564108,7847540,1045
4564111,7847542,581
4564113,7847544,374
4564114,7847545,409
4564115,7847547,312
4564116,7847548,399
4564116,7847554,391
4564117,7847549,1046
4564118,7847550,416
4564119,7847551,360
4564121,7847552,316
4564122,7847553,741
4564123,7847560,410
4564125,7847561,381
4564126,7847562,397
4564126,7847684,397
4564127,7847564,305
4564128,7847565,1101
4564129,7847566,346
4564131,7847567,387
4564132,7847569,621
4564133,7847570,316
4564135,7847574,316
4564136,7847575,333
4564137,7847576,1048
4564138,7847577,1039
4564138,7847606,1039
4564139,7847578,409
4564140,7847579,501
4564141,7847580,361
4564142,7847582,340
4564144,7847584,581
4564144,7847595,581
4564144,7847599,1022
4564145,7847585,1022
4564146,7847586,378
4564147,7847587,1033
4564148,7847588,1044
4564150,7847589,395
4564152,7847590,319
4564153,7847591,381
4564154,7847592,329
4564155,7847594,409
4564156,7847596,316
4564163,7847600,381
4564164,7847601,406
4564165,7847602,406
4564166,7847603,397
4564167,7847604,581
4564170,7847605,381
4564172,7847607,416
4564173,7847608,1041
4564174,7847609,410
4564176,7847612,1022
4564177,7847613,661
4564178,7847615,1046
4564179,7847616,386
4564181,7847617,395
4564182,7847618,1047
4564183,7847620,409
4564184,7847621,302
4564185,7847622,410
4564185,7847732,391
4564186,7847623,324
4564187,7847625,333
4564189,7847628,322
4564190,7847630,307
4564190,7847671,307
4564191,7847631,1049
4564194,7847633,1022
4564200,7847634,392
4564201,7847635,581
4564202,7847636,305
4564203,7847637,416
4564203,7847656,416
4564204,7847638,329
4564204,7847647,329
4564205,7847641,1106
4564205,7847653,1105
4564209,7847645,316
4564210,7847646,581
4564211,7847648,316
4564212,7847649,416
4564213,7847650,373
4564215,7847651,329
4564216,7847652,378
4564217,7847654,1022
4564218,7847655,1040
4564219,7847657,416
4564220,7847658,360
4564221,7847659,581
4564222,7847660,380
4564224,7847661,316
4564225,7847662,374
4564226,7847663,366
4564227,7847664,307
4564228,7847665,418
4564229,7847666,319
4564230,7847667,380
4564231,7847668,1022
4564231,7847683,1022
4564233,7847672,360
4564234,7847673,374
4564235,7847674,305
4564236,7847675,641
4564238,7847676,399
4564239,7847677,371
4564240,7847678,421
4564241,7847679,641
4564241,7847768,641
4564241,7847771,1022
4564241,7847774,1045
4564241,7847776,391
4564242,7847680,412
4564243,7847686,762
4564245,7847689,367
4564246,7847690,376
4564247,7847691,393
4564249,7847692,301
4564250,7847693,359
4564252,7847694,381
4564255,7847695,370
4564256,7847698,316
4564257,7847701,316
4564259,7847703,405
4564260,7847704,378
4564261,7847705,1046
4564262,7847710,1022
4564263,7847711,316
4564264,7847712,328
4564269,7847719,397
4564270,7847720,371
4564272,7847722,1022
4564278,7847728,386
4564279,7847729,409
4564281,7847731,305
4564282,7847734,1022
4564283,7847737,1022
4564287,7847738,395
4564289,7847739,395
4564290,7847741,1044
4564291,7847743,961
4564293,7847745,581
4564294,7847746,316
4564296,7847747,301
4564297,7847748,323
4564298,7847749,360
4564299,7847750,311
4564300,7847751,378
4564301,7847755,360
4564302,7847757,340
4564303,7847758,641
4564304,7847759,409
4564306,7847760,312
4564308,7847761,328
4564310,7847762,1022
4564311,7847763,378
4564312,7847764,333
4564313,7847765,328
4564314,7847766,381
4564315,7847767,1036
4564316,7847769,354
4564316,7848107,312
4564317,7847772,340
4564318,7847775,303
4564320,7847778,501
4564321,7847779,1021
4564322,7847780,409
4564323,7847781,1041
4564324,7847782,901
4564328,7847785,762
4564329,7847786,305
4564330,7847787,416
4564331,7847788,421
4564332,7847789,339
4564334,7847790,305
4564335,7847791,410
4564336,7847793,1022
4564338,7847799,1022
4564339,7847800,329
4564340,7847801,323
4564341,7847803,399
4564341,7847825,399
4564342,7847804,323
4564343,7847815,406
4564344,7847816,381
4564345,7847817,316
4564346,7847820,581
4564347,7847821,1022
4564348,7847822,316
4564351,7847823,316
4564352,7847824,409
4564354,7847826,418
4564355,7847827,310
4564358,7847828,1040
4564362,7847830,381
4564363,7847831,384
4564365,7847832,329
4564366,7847833,416
4564367,7847837,316
4564368,7847839,388
4564369,7847843,381
4564370,7847844,1038
4564371,7847846,741
4564372,7847847,310
4564373,7847848,390
4564376,7847849,361
4564377,7847851,322
4564381,7847853,374
4564382,7847854,381
4564383,7847855,374
4564385,7847858,381
4564386,7847859,406
4564387,7847860,360
4564388,7847861,354
4564389,7847862,406
4564389,7847897,1044
4564389,7847898,762
4564389,7847903,313
4564389,7847904,310
4564389,7847906,313
4564389,7847908,313
4564391,7847863,373
4564392,7847864,1022
4564393,7847865,340
4564394,7847870,410
4564395,7847872,381
4564396,7847873,415
4564397,7847874,301
4564398,7847875,409
4564401,7847877,581
4564402,7847878,416
4564403,7847879,390
4564405,7847880,316
4564406,7847881,1047
4564407,7847884,981
4564408,7847885,329
4564410,7847888,384
4564412,7847890,1112
4564413,7847891,359
4564414,7847892,416
4564415,7847893,367
4564415,7847920,367
4564415,7847921,313
4564416,7847894,316
4564417,7847895,346
4564422,7847899,416
4564423,7847900,380
4564424,7847902,410
4564425,7847905,316
4564425,7848970,410
4564425,7848971,367
4564426,7847907,406
4564428,7847909,1046
4564429,7847910,1022
4564430,7847911,381
4564430,7849355,391
4564431,7847915,410
4564432,7847916,320
4564434,7847922,305
4564435,7847925,360
4564440,7847928,581
4564440,7847932,391
4564442,7847929,386
4564443,7847930,381
4564444,7847931,360
4564445,7847934,581
4564446,7847935,404
4564447,7847937,354
4564448,7847939,386
4564449,7847940,410
4564450,7847942,395
4564451,7847943,1047
4564455,7847944,301
4564456,7847946,316
4564458,7847947,306
4564459,7847948,1022
4564460,7847949,381
4564461,7847950,395
4564462,7847952,322
4564463,7847953,322
4564464,7847954,380
4564465,7847955,306
4564466,7847956,350
4564467,7847957,581
4564469,7847958,381
4564470,7847959,322
4564471,7847960,333
4564472,7847961,323
4564473,7847963,305
4564474,7847964,397
4564474,7848031,350
4564475,7847965,406
4564476,7847966,1045
4564477,7847967,316
4564478,7847968,412
4564479,7847969,386
4564480,7847970,329
4564481,7847971,381
4564482,7847972,323
4564483,7847973,380
4564486,7847974,316
4564487,7847975,397
4564489,7847977,376
4564490,7847978,410
4564491,7847979,370
4564492,7847980,410
4564494,7847982,1022
4564494,7848003,1022
4564495,7847983,333
4564497,7847984,581
4564499,7847985,376
4564499,7847999,323
4564500,7847986,1022
4564501,7847987,1112
4564502,7847988,581
4564503,7847989,381
4564506,7847990,323
4564507,7847991,381
4564508,7847992,316
4564512,7847997,316
4564513,7847998,366
4564514,7848000,409
4564515,7848001,316
4564519,7848004,319
4564521,7848005,306
4564522,7848009,397
4564523,7848010,381
4564524,7848011,386
4564525,7848012,621
4564526,7848013,1022
4564527,7848014,581
4564528,7848015,416
4564529,7848016,307
4564529,7848018,391
4564530,7848017,317
4564531,7848020,329
4564533,7848021,1022
4564533,7848060,1022
4564534,7848022,385
4564535,7848023,316
4564536,7848024,302
4564537,7848025,397
4564538,7848026,302
4564539,7848027,390
4564540,7848028,416
4564541,7848029,380
4564542,7848030,392
4564543,7848032,307
4564544,7848033,416
4564545,7848034,386
4564546,7848035,410
4564547,7848036,416
4564548,7848040,410
4564550,7848044,323
4564552,7848045,373
4564554,7848048,410
4564555,7848049,394
4564558,7848050,329
4564559,7848051,332
4564560,7848052,307
4564561,7848053,310
4564562,7848054,374
4564563,7848056,822
4564564,7848059,381
4564573,7848064,392
4564574,7848065,380
4564575,7848066,361
4564576,7848067,358
4564577,7848068,329
4564578,7848069,376
4564579,7848070,316
4564580,7848071,317
4564581,7848072,354
4564582,7848073,390
4564583,7848074,822
4564584,7848075,410
4564586,7848078,306
4564587,7848081,395
4564588,7848082,392
4564589,7848083,336
4564590,7848085,393
4564591,7848088,410
4564596,7848091,319
4564597,7848092,1022
4564598,7848093,310
4564601,7848094,581
4564603,7848095,381
4564604,7848096,410
4564605,7848097,317
4564606,7848098,329
4564607,7848099,661
4564611,7848102,601
4564612,7848103,380
4564612,7848132,311
4564613,7848104,317
4564614,7848105,342
4564614,7849131,404
4564615,7848106,381
4564616,7848108,340
4564617,7848109,395
4564618,7848110,1022
4564620,7848111,313
4564626,7848112,621
4564627,7848113,386
4564627,7848127,581
4564627,7848130,641
4564627,7848133,406
4564628,7848116,380
4564629,7848117,1112
4564631,7848119,316
4564632,7848120,641
4564633,7848121,329
4564634,7848122,323
4564635,7848123,581
4564636,7848125,362
4564637,7848128,1022
4564638,7848129,581
4564639,7848134,305
4564640,7848136,329
4564641,7848137,561
4564642,7848138,621
4564643,7848139,681
4564646,7848147,316
4564647,7848151,404
4564648,7848153,305
4564649,7848154,410
4564650,7848155,307
4564652,7848159,386
4564653,7848166,741
4564654,7848168,316
4564655,7848170,380
4564656,7848176,1022
4564656,7848178,1022
4564657,7848177,395
4564661,7848181,381
4564662,7848182,305
4564663,7848183,349
4564664,7848187,362
4564665,7848188,349
4564666,7848190,409
4564667,7848207,329
4564668,7848211,324
4564669,7848213,1022
4564670,7848217,410
4564671,7848219,392
4564672,7848220,385
4564673,7848222,415
4564675,7848223,323
4564676,7848224,374
4564679,7848228,410
4564680,7848229,1041
4564682,7848237,381
4564683,7848238,1022
4564684,7848240,373
4564685,7848241,409
4564686,7848242,1046
4564687,7848243,381
4564688,7848245,410
4564689,7848246,381
4564690,7848247,409
4564692,7848251,385
4564693,7848253,641
4564694,7848254,392
4564697,7848255,392
4564698,7848256,381
4564699,7848257,414
4564700,7848259,319
4564700,7848305,319
4564701,7848260,313
4564702,7848261,323
4564703,7848262,410
4564704,7848263,305
4564705,7848264,311
4564706,7848265,305
4564707,7848267,397
4564708,7848269,316
4564709,7848270,416
4564710,7848271,360
4564711,7848272,360
4564712,7848273,1022
4564713,7848274,322
4564714,7848275,1022
4564715,7848276,319
4564716,7848277,395
4564717,7848278,316
4564718,7848280,741
4564719,7848281,381
4564720,7848282,1022
4564721,7848283,741
4564722,7848284,621
4564723,7848286,302
4564724,7848287,322
4564725,7848288,1022
4564726,7848289,390
4564727,7848290,380
4564727,7848319,380
4564729,7848291,395
4564730,7848292,581
4564731,7848296,410
4564732,7848298,421
4564733,7848300,373
4564734,7848301,356
4564736,7848302,328
4564737,7848303,404
4564738,7848304,333
4564739,7848306,310
4564741,7848308,1106
4564743,7848309,1022
4564746,7848310,1022
4564747,7848311,310
4564748,7848312,346
4564750,7848313,384
4564750,7848316,307
4564752,7848314,581
4564753,7848315,312
4564754,7848317,316
4564755,7848318,329
4564755,7848906,325
4564758,7848320,381
4564759,7848323,397
4564760,7848324,329
4564761,7848325,1022
4564762,7848327,379
4564763,7848328,621
4564764,7848330,340
4564765,7848331,303
4564765,7848334,303
4564765,7848335,370
4564765,7848342,410
4564765,7848344,416
4564765,7848345,1102
4564765,7848346,302
4564765,7848358,370
4564765,7848360,641
4564765,7848362,303
4564765,7848363,901
4564765,7848364,302
4564765,7848366,418
4564765,7848370,388
4564765,7848382,641
4564766,7848332,316
4564768,7848336,303
4564769,7848337,354
4564770,7848338,319
4564771,7848340,397
4564772,7848341,395
4564773,7848343,409
4564774,7848347,329
4564775,7848349,328
4564776,7848350,621
4564777,7848352,360
4564778,7848353,359
4564780,7848354,322
4564781,7848355,340
4564782,7848357,312
4564783,7848359,312
4564783,7848374,312
4564784,7848361,307
4564784,7848373,307
4564784,7848376,307
4564784,7848377,307
4564784,7848379,741
4564785,7848375,364
4564786,7848378,310
4564787,7848380,1022
4564788,7848381,392
4564795,7848386,387
4564797,7848387,1022
4564798,7848388,311
4564799,7848389,354
4564799,7848391,1022
4564800,7848390,316
4564801,7848392,373
4564802,7848393,305
4564803,7848394,1022
4564804,7848395,393
4564805,7848397,316
4564806,7848398,395
4564807,7848399,306
4564808,7848400,316
4564809,7848401,305
4564809,7848430,305
4564810,7848402,385
4564812,7848403,410
4564813,7848404,316
4564814,7848405,1022
4564815,7848408,361
4564816,7848409,316
4564819,7848410,367
4564820,7848411,1047
4564821,7848413,1026
4564822,7848414,320
4564823,7848415,316
4564824,7848416,329
4564825,7848417,410
4564825,7848431,391
4564827,7848418,1022
4564828,7848419,1001
4564829,7848420,354
4564830,7848422,374
4564830,7848439,374
4564831,7848423,410
4564831,7848424,395
4564832,7848425,307
4564833,7848426,1022
4564834,7848427,386
4564835,7848428,305
4564836,7848429,410
4564836,7848473,354
4564836,7848475,354
4564837,7848437,1022
4564839,7848445,373
4564840,7848446,1044
4564841,7848447,399
4564842,7848448,420
4564846,7848450,301
4564847,7848451,1022
4564848,7848452,306
4564849,7848453,1033
4564851,7848454,901
4564853,7848455,410
4564854,7848456,621
4564855,7848457,1047
4564856,7848458,381
4564857,7848459,313
4564858,7848460,1022
4564859,7848461,1045
4564859,7848476,1045
4564860,7848462,406
4564860,7848477,1022
4564860,7848478,1022
4564861,7848463,1026
4564862,7848464,310
4564863,7848465,1037
4564864,7848466,1047
4564865,7848469,397
4564866,7848470,410
4564868,7848474,324
4564869,7848479,329
4564870,7848480,316
4564871,7848481,1048
4564875,7848482,393
4564876,7848498,305
4564877,7848499,581
4564878,7848500,374
4564883,7848501,386
4564884,7848502,410
4564885,7848509,410
4564886,7848510,316
4564886,7848519,316
4564886,7848526,1047
4564889,7848511,316
4564890,7848512,371
4564891,7848513,305
4564892,7848514,1022
4564893,7848515,380
4564894,7848516,385
4564895,7848517,397
4564896,7848518,380
4564902,7848520,310
4564904,7848521,1102
4564904,7848985,409
4564904,7848988,371
4564905,7848527,621
4564906,7848529,376
4564907,7848530,323
4564908,7848531,332
4564909,7848532,409
4564911,7848533,322
4564912,7848534,322
4564913,7848535,414
4564914,7848536,323
4564915,7848537,323
4564916,7848539,621
4564917,7848541,333
4564919,7848542,401
4564920,7848543,701
4564921,7848544,371
4564922,7848545,409
4564923,7848546,1022
4564924,7848548,323
4564925,7848551,410
4564926,7848552,333
4564927,7848553,1041
4564928,7848554,332
4564929,7848555,409
4564930,7848556,386
4564931,7848557,320
4564932,7848558,333
4564933,7848560,316
4564934,7848561,316
4564935,7848562,1022
4564936,7848563,395
4564939,7848565,802
4564942,7848566,581
4564943,7848567,361
4564944,7848568,371
4564945,7848569,380
4564946,7848570,1038
4564947,7848571,301
4564948,7848572,1047
4564949,7848573,359
4564950,7848574,1022
4564951,7848575,1047
4564952,7848576,385
4564953,7848577,316
4564954,7848578,322
4564955,7848581,317
4564956,7848582,325
4564956,7848585,325
4564957,7848583,328
4564958,7848584,316
4564959,7848586,405
4564960,7848587,581
4564961,7848588,322
4564962,7848589,305
4564963,7848590,323
4564964,7848591,305
4564965,7848592,409
4564966,7848593,1141
4564966,7848622,312
4564967,7848594,1022
4564968,7848595,410
4564971,7848596,1022
4564973,7848597,762
4564973,7848601,329
4564974,7848598,378
4564975,7848599,409
4564976,7848600,367
4564977,7848603,1040
4564978,7848604,762
4564979,7848612,310
4564980,7848613,390
4564981,7848614,354
4564981,7849112,581
4564982,7848615,741
4564982,7848626,741
4564982,7848630,320
4564982,7848637,320
4564983,7848616,347
4564984,7848617,481
4564985,7848618,328
4564986,7848619,386
4564987,7848620,1022
4564988,7848621,305
4564990,7848624,333
4564991,7848625,386
4564992,7848627,395
4564993,7848628,387
4564994,7848629,316
4564995,7848631,350
4564996,7848632,329
4564997,7848633,381
4564998,7848634,323
4564999,7848635,378
4565000,7848636,400
4565002,7848638,1022
4565002,7848660,1022
4565003,7848639,581
4565005,7848640,381
4565006,7848641,316
4565007,7848642,316
4565008,7848643,317
4565009,7848644,322
4565010,7848645,336
4565011,7848646,395
4565013,7848647,397
4565013,7848656,397
4565014,7848648,313
4565015,7848649,408
4565016,7848650,316
4565017,7848651,328
4565018,7848652,316
4565019,7848653,399
4565020,7848654,316
4565021,7848655,323
4565022,7848657,311
4565023,7848658,346
4565024,7848659,409
4565025,7848661,317
4565026,7848662,380
4565027,7848663,392
4565028,7848664,641
4565029,7848665,359
4565032,7848666,313
4565033,7848667,410
4565035,7848668,1001
4565036,7848673,316
4565037,7848677,386
4565038,7848679,381
4565039,7848680,307
4565040,7848681,395
4565041,7848682,387
4565042,7848683,1001
4565043,7848688,316
4565044,7848691,354
4565045,7848693,317
4565046,7848695,395
4565047,7848696,333
4565049,7848697,359
4565050,7848698,374
4565051,7848699,1038
4565052,7848700,329
4565053,7848701,395
4565054,7848702,406
4565055,7848703,410
4565055,7848776,391
4565056,7848704,399
4565057,7848705,310
4565058,7848706,332
4565059,7848707,381
4565061,7848708,1022
4565064,7848709,393
4565065,7848711,316
4565066,7848713,390
4565067,7848714,312
4565068,7848715,301
4565069,7848716,1022
4565070,7848719,1026
4565071,7848720,337
4565073,7848721,741
4565074,7848722,317
4565075,7848723,333
4565076,7848724,324
4565076,7848732,324
4565076,7848733,324
4565076,7848734,324
4565076,7848735,324
4565076,7848736,324
4565076,7848737,324
4565076,7848738,324
4565077,7848725,386
4565078,7848727,380
4565079,7848728,390
4565080,7848729,302
4565081,7848730,316
4565082,7848740,358
4565084,7848741,386
4565085,7848742,408
4565086,7848743,393
4565087,7848744,385
4565088,7848745,333
4565090,7848746,581
4565091,7848747,306
4565092,7848748,301
4565093,7848749,1037
4565094,7848750,317
4565095,7848751,395
4565098,7848752,306
4565099,7848753,316
4565102,7848754,328
4565103,7848755,1048
4565104,7848756,316
4565104,7848908,410
4565105,7848758,349
4565107,7848759,581
4565108,7848760,1105
4565109,7848761,316
4565110,7848762,1021
4565112,7848763,461
4565114,7848765,316
4565115,7848766,409
4565115,7848780,391
4565118,7848767,316
4565119,7848768,311
4565121,7848774,316
4565122,7848775,333
4565123,7848779,1052
4565123,7848783,1052
4565126,7848782,307
4565129,7848784,392
4565131,7848785,1022
4565132,7848786,322
4565133,7848787,392
4565134,7848792,701
4565135,7848793,333
4565136,7848794,333
4565137,7848795,359
4565139,7848796,1001
4565140,7848797,333
4565141,7848798,316
4565143,7848800,323
4565144,7848801,313
4565144,7848831,313
4565145,7848802,374
4565146,7848803,316
4565148,7848804,1031
4565149,7848805,323
4565150,7848806,392
4565150,7848819,386
4565150,7848822,319
4565151,7848807,359
4565152,7848808,410
4565153,7848809,581
4565153,7849160,316
4565154,7848810,303
4565157,7848811,1022
4565158,7848812,581
4565158,7849152,316
4565159,7848813,355
4565160,7848815,316
4565162,7848816,323
4565163,7848817,329
4565164,7848818,305
4565165,7848820,1022
4565166,7848821,397
4565167,7848823,741
4565168,7848826,340
4565169,7848827,380
4565170,7848828,392
4565171,7848829,306
4565172,7848832,1022
4565174,7848833,328
4565175,7848835,802
4565176,7848836,370
4565177,7848837,581
4565178,7848838,392
4565179,7848840,392
4565180,7848841,378
4565182,7848842,374
4565185,7848843,416
4565187,7848844,1036
4565188,7848845,305
4565189,7848846,741
4565190,7848847,376
4565190,7848907,376
4565191,7848848,367
4565192,7848849,305
4565193,7848850,333
4565194,7848851,501
4565196,7848852,373
4565200,7848855,381
4565201,7848856,351
4565202,7848857,316
4565203,7848862,313
4565206,7848863,561
4565207,7848864,333
4565208,7848865,397
4565209,7848868,406
4565210,7848869,386
4565212,7848870,390
4565213,7848871,354
4565213,7848875,354
4565215,7848873,641
4565216,7848874,380
4565217,7848876,316
4565218,7848877,1111
4565220,7848878,1022
4565220,7848884,1022
4565221,7848879,395
4565222,7848880,641
4565223,7848881,307
4565224,7848882,741
4565225,7848883,981
4565227,7848886,1046
4565227,7848905,1046
4565228,7848887,386
4565229,7848888,1022
4565230,7848889,316
4565231,7848890,354
4565231,7849039,356
4565233,7848891,322
4565234,7848893,581
4565235,7848894,323
4565236,7848895,581
4565237,7848896,392
4565238,7848899,1022
4565241,7848903,316
4565243,7848904,313
4565244,7848909,354
4565246,7848910,397
4565247,7848911,1022
4565248,7848912,306
4565249,7848913,410
4565250,7848914,333
4565251,7848915,316
4565252,7848916,316
4565252,7848936,316
4565253,7848917,305
4565256,7848929,307
4565258,7848931,381
4565259,7848932,349
4565260,7848933,581
4565261,7848934,307
4565262,7848935,329
4565263,7848937,381
4565264,7848938,361
4565265,7848939,316
4565270,7848940,385
4565272,7848941,319
4565273,7848942,404
4565274,7848943,349
4565275,7848944,316
4565276,7848945,1142
4565278,7848946,397
4565280,7848947,323
4565281,7848948,374
4565284,7848951,410
4565285,7848955,333
4565286,7848956,362
4565289,7848957,316
4565290,7848959,942
4565291,7848962,316
4565292,7848964,345
4565293,7848965,1022
4565294,7848966,581
4565295,7848967,461
4565298,7848968,561
4565299,7848969,354
4565300,7848974,410
4565301,7848975,349
4565302,7848976,320
4565303,7848977,345
4565304,7848978,741
4565305,7848979,329
4565306,7848981,350
4565306,7849086,391
4565307,7848982,395
4565307,7848989,380
4565308,7848983,301
4565311,7848991,381
4565312,7848993,741
4565313,7848994,327
4565319,7848997,1047
4565320,7848998,381
4565321,7848999,1044
4565322,7849001,329
4565323,7849002,1022
4565323,7849009,822
4565326,7849005,333
4565328,7849006,312
4565330,7849008,303
4565331,7849010,374
4565332,7849011,641
4565333,7849012,1033
4565334,7849013,395
4565335,7849014,397
4565336,7849015,1047
4565337,7849016,329
4565338,7849023,322
4565339,7849026,310
4565340,7849027,316
4565341,7849028,323
4565342,7849029,1022
4565348,7849030,1101
4565350,7849031,329
4565353,7849032,381
4565354,7849033,316
4565355,7849034,307
4565356,7849037,393
4565360,7849048,374
4565361,7849053,316
4565362,7849062,406
4565363,7849063,397
4565364,7849065,381
4565366,7849066,406
4565367,7849067,1041
4565369,7849069,367
4565370,7849072,1021
4565372,7849073,1046
4565373,7849075,305
4565374,7849076,316
4565375,7849077,395
4565376,7849078,359
4565377,7849079,1022
4565378,7849081,339
4565378,7849156,339
4565379,7849083,313
4565380,7849088,385
4565381,7849089,316
4565387,7849090,312
4565388,7849091,410
4565389,7849092,1102
4565390,7849093,397
4565390,7849102,329
